#h_time,t_alpha/°C,out_alpha/12bit,t_beta/°C,out_beta/12bit,t_gamma/°C,out_gamma/12bit,t_epsilon/°C,out_epsilon/12bit,t_my/°C,out_my/12bit,t_amb/°C,u_time,timestamp,unix_time
2024-06-12T18:26:34,60.0,3711.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216794,2024-06-12 18:26:34,1718216794
2024-06-12T18:26:37,59.94,3719.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216797,2024-06-12 18:26:37,1718216797
2024-06-12T18:26:38,60.0,3207.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216798,2024-06-12 18:26:38,1718216798
2024-06-12T18:26:39,59.94,3207.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216799,2024-06-12 18:26:39,1718216799
2024-06-12T18:26:40,60.0,3207.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216800,2024-06-12 18:26:40,1718216800
2024-06-12T18:26:41,60.0,3207.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216801,2024-06-12 18:26:41,1718216801
2024-06-12T18:26:42,60.0,3207.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216802,2024-06-12 18:26:42,1718216802
2024-06-12T18:26:43,59.94,3727.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216803,2024-06-12 18:26:43,1718216803
2024-06-12T18:26:44,60.0,3727.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216804,2024-06-12 18:26:44,1718216804
2024-06-12T18:26:45,60.0,3215.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216805,2024-06-12 18:26:45,1718216805
2024-06-12T18:26:46,60.0,3215.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216806,2024-06-12 18:26:46,1718216806
2024-06-12T18:26:47,60.0,3215.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216807,2024-06-12 18:26:47,1718216807
2024-06-12T18:26:48,60.0,3215.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216808,2024-06-12 18:26:48,1718216808
2024-06-12T18:26:49,60.0,3215.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216809,2024-06-12 18:26:49,1718216809
2024-06-12T18:26:50,59.94,3735.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216810,2024-06-12 18:26:50,1718216810
2024-06-12T18:26:51,60.0,3735.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216811,2024-06-12 18:26:51,1718216811
2024-06-12T18:26:52,60.0,3735.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216812,2024-06-12 18:26:52,1718216812
2024-06-12T18:26:53,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216813,2024-06-12 18:26:53,1718216813
2024-06-12T18:26:54,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216814,2024-06-12 18:26:54,1718216814
2024-06-12T18:26:55,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216815,2024-06-12 18:26:55,1718216815
2024-06-12T18:26:56,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216816,2024-06-12 18:26:56,1718216816
2024-06-12T18:26:57,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216817,2024-06-12 18:26:57,1718216817
2024-06-12T18:26:58,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216818,2024-06-12 18:26:58,1718216818
2024-06-12T18:26:59,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216819,2024-06-12 18:26:59,1718216819
2024-06-12T18:27:00,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216820,2024-06-12 18:27:00,1718216820
2024-06-12T18:27:01,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216821,2024-06-12 18:27:01,1718216821
2024-06-12T18:27:02,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216822,2024-06-12 18:27:02,1718216822
2024-06-12T18:27:03,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216823,2024-06-12 18:27:03,1718216823
2024-06-12T18:27:04,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216824,2024-06-12 18:27:04,1718216824
2024-06-12T18:27:05,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216825,2024-06-12 18:27:05,1718216825
2024-06-12T18:27:06,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216826,2024-06-12 18:27:06,1718216826
2024-06-12T18:27:07,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216827,2024-06-12 18:27:07,1718216827
2024-06-12T18:27:08,60.0,3223.0,59.94,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216828,2024-06-12 18:27:08,1718216828
2024-06-12T18:27:09,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216829,2024-06-12 18:27:09,1718216829
2024-06-12T18:27:10,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216830,2024-06-12 18:27:10,1718216830
2024-06-12T18:27:11,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216831,2024-06-12 18:27:11,1718216831
2024-06-12T18:27:12,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216832,2024-06-12 18:27:12,1718216832
2024-06-12T18:27:13,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3351.0,16.87,1718216833,2024-06-12 18:27:13,1718216833
2024-06-12T18:27:14,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,59.94,3871.0,16.87,1718216834,2024-06-12 18:27:14,1718216834
2024-06-12T18:27:15,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3871.0,16.87,1718216835,2024-06-12 18:27:15,1718216835
2024-06-12T18:27:16,60.0,3223.0,59.94,3359.0,60.0,3391.0,59.5,4095.0,60.0,3871.0,16.87,1718216836,2024-06-12 18:27:16,1718216836
2024-06-12T18:27:17,60.0,3223.0,59.94,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216837,2024-06-12 18:27:17,1718216837
2024-06-12T18:27:18,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216838,2024-06-12 18:27:18,1718216838
2024-06-12T18:27:19,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216839,2024-06-12 18:27:19,1718216839
2024-06-12T18:27:20,59.94,3223.0,59.94,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216840,2024-06-12 18:27:20,1718216840
2024-06-12T18:27:21,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216841,2024-06-12 18:27:21,1718216841
2024-06-12T18:27:22,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216842,2024-06-12 18:27:22,1718216842
2024-06-12T18:27:23,60.0,3223.0,60.0,3359.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216843,2024-06-12 18:27:23,1718216843
2024-06-12T18:27:24,60.0,3223.0,59.94,3879.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216844,2024-06-12 18:27:24,1718216844
2024-06-12T18:27:25,60.0,3223.0,59.94,3879.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216845,2024-06-12 18:27:25,1718216845
2024-06-12T18:27:26,60.0,3223.0,59.94,3887.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216846,2024-06-12 18:27:26,1718216846
2024-06-12T18:27:27,60.0,3223.0,60.0,3887.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216847,2024-06-12 18:27:27,1718216847
2024-06-12T18:27:28,59.94,3223.0,59.94,3887.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216848,2024-06-12 18:27:28,1718216848
2024-06-12T18:27:29,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216849,2024-06-12 18:27:29,1718216849
2024-06-12T18:27:30,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216850,2024-06-12 18:27:30,1718216850
2024-06-12T18:27:31,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216851,2024-06-12 18:27:31,1718216851
2024-06-12T18:27:32,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,59.94,3359.0,16.81,1718216852,2024-06-12 18:27:32,1718216852
2024-06-12T18:27:33,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216853,2024-06-12 18:27:33,1718216853
2024-06-12T18:27:34,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216854,2024-06-12 18:27:34,1718216854
2024-06-12T18:27:35,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216855,2024-06-12 18:27:35,1718216855
2024-06-12T18:27:36,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216856,2024-06-12 18:27:36,1718216856
2024-06-12T18:27:37,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216857,2024-06-12 18:27:37,1718216857
2024-06-12T18:27:38,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216858,2024-06-12 18:27:38,1718216858
2024-06-12T18:27:39,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216859,2024-06-12 18:27:39,1718216859
2024-06-12T18:27:40,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216860,2024-06-12 18:27:40,1718216860
2024-06-12T18:27:41,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216861,2024-06-12 18:27:41,1718216861
2024-06-12T18:27:42,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216862,2024-06-12 18:27:42,1718216862
2024-06-12T18:27:43,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216863,2024-06-12 18:27:43,1718216863
2024-06-12T18:27:44,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216864,2024-06-12 18:27:44,1718216864
2024-06-12T18:27:45,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216865,2024-06-12 18:27:45,1718216865
2024-06-12T18:27:46,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.87,1718216866,2024-06-12 18:27:46,1718216866
2024-06-12T18:27:47,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.5,4095.0,60.0,3359.0,16.81,1718216867,2024-06-12 18:27:47,1718216867
2024-06-12T18:27:48,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216868,2024-06-12 18:27:48,1718216868
2024-06-12T18:27:49,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216869,2024-06-12 18:27:49,1718216869
2024-06-12T18:27:50,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216870,2024-06-12 18:27:50,1718216870
2024-06-12T18:27:51,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216871,2024-06-12 18:27:51,1718216871
2024-06-12T18:27:52,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216872,2024-06-12 18:27:52,1718216872
2024-06-12T18:27:53,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216873,2024-06-12 18:27:53,1718216873
2024-06-12T18:27:54,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216874,2024-06-12 18:27:54,1718216874
2024-06-12T18:27:55,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216875,2024-06-12 18:27:55,1718216875
2024-06-12T18:27:56,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216876,2024-06-12 18:27:56,1718216876
2024-06-12T18:27:57,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216877,2024-06-12 18:27:57,1718216877
2024-06-12T18:27:58,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216878,2024-06-12 18:27:58,1718216878
2024-06-12T18:27:59,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216879,2024-06-12 18:27:59,1718216879
2024-06-12T18:28:00,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216880,2024-06-12 18:28:00,1718216880
2024-06-12T18:28:01,60.0,3223.0,60.0,3375.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216881,2024-06-12 18:28:01,1718216881
2024-06-12T18:28:02,60.0,3223.0,59.94,3895.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216882,2024-06-12 18:28:02,1718216882
2024-06-12T18:28:03,60.0,3223.0,60.0,3895.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216883,2024-06-12 18:28:03,1718216883
2024-06-12T18:28:04,60.0,3223.0,59.94,3895.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.87,1718216884,2024-06-12 18:28:04,1718216884
2024-06-12T18:28:05,60.0,3223.0,60.0,3383.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216885,2024-06-12 18:28:05,1718216885
2024-06-12T18:28:06,60.0,3223.0,60.0,3383.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216886,2024-06-12 18:28:06,1718216886
2024-06-12T18:28:07,60.0,3223.0,59.94,3903.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216887,2024-06-12 18:28:07,1718216887
2024-06-12T18:28:08,60.0,3223.0,59.94,3903.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216888,2024-06-12 18:28:08,1718216888
2024-06-12T18:28:09,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216889,2024-06-12 18:28:09,1718216889
2024-06-12T18:28:10,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216890,2024-06-12 18:28:10,1718216890
2024-06-12T18:28:11,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216891,2024-06-12 18:28:11,1718216891
2024-06-12T18:28:12,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216892,2024-06-12 18:28:12,1718216892
2024-06-12T18:28:13,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216893,2024-06-12 18:28:13,1718216893
2024-06-12T18:28:14,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216894,2024-06-12 18:28:14,1718216894
2024-06-12T18:28:15,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216895,2024-06-12 18:28:15,1718216895
2024-06-12T18:28:16,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216896,2024-06-12 18:28:16,1718216896
2024-06-12T18:28:17,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,16.94,1718216897,2024-06-12 18:28:17,1718216897
2024-06-12T18:28:18,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216898,2024-06-12 18:28:18,1718216898
2024-06-12T18:28:19,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216899,2024-06-12 18:28:19,1718216899
2024-06-12T18:28:20,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216900,2024-06-12 18:28:20,1718216900
2024-06-12T18:28:21,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216901,2024-06-12 18:28:21,1718216901
2024-06-12T18:28:22,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216902,2024-06-12 18:28:22,1718216902
2024-06-12T18:28:23,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216903,2024-06-12 18:28:23,1718216903
2024-06-12T18:28:24,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216904,2024-06-12 18:28:24,1718216904
2024-06-12T18:28:25,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216905,2024-06-12 18:28:25,1718216905
2024-06-12T18:28:26,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216906,2024-06-12 18:28:26,1718216906
2024-06-12T18:28:27,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216907,2024-06-12 18:28:27,1718216907
2024-06-12T18:28:28,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216908,2024-06-12 18:28:28,1718216908
2024-06-12T18:28:29,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216909,2024-06-12 18:28:29,1718216909
2024-06-12T18:28:30,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216910,2024-06-12 18:28:30,1718216910
2024-06-12T18:28:31,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.0,1718216911,2024-06-12 18:28:31,1718216911
2024-06-12T18:28:32,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216912,2024-06-12 18:28:32,1718216912
2024-06-12T18:28:33,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216913,2024-06-12 18:28:33,1718216913
2024-06-12T18:28:34,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216914,2024-06-12 18:28:34,1718216914
2024-06-12T18:28:35,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216915,2024-06-12 18:28:35,1718216915
2024-06-12T18:28:36,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216916,2024-06-12 18:28:36,1718216916
2024-06-12T18:28:37,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216917,2024-06-12 18:28:37,1718216917
2024-06-12T18:28:38,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216918,2024-06-12 18:28:38,1718216918
2024-06-12T18:28:39,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216919,2024-06-12 18:28:39,1718216919
2024-06-12T18:28:40,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216920,2024-06-12 18:28:40,1718216920
2024-06-12T18:28:41,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216921,2024-06-12 18:28:41,1718216921
2024-06-12T18:28:42,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216922,2024-06-12 18:28:42,1718216922
2024-06-12T18:28:43,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216923,2024-06-12 18:28:43,1718216923
2024-06-12T18:28:44,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216924,2024-06-12 18:28:44,1718216924
2024-06-12T18:28:45,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216925,2024-06-12 18:28:45,1718216925
2024-06-12T18:28:46,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.06,1718216926,2024-06-12 18:28:46,1718216926
2024-06-12T18:28:47,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216927,2024-06-12 18:28:47,1718216927
2024-06-12T18:28:48,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216928,2024-06-12 18:28:48,1718216928
2024-06-12T18:28:49,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216929,2024-06-12 18:28:49,1718216929
2024-06-12T18:28:50,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216930,2024-06-12 18:28:50,1718216930
2024-06-12T18:28:51,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216931,2024-06-12 18:28:51,1718216931
2024-06-12T18:28:52,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216932,2024-06-12 18:28:52,1718216932
2024-06-12T18:28:53,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216933,2024-06-12 18:28:53,1718216933
2024-06-12T18:28:54,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216934,2024-06-12 18:28:54,1718216934
2024-06-12T18:28:55,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216935,2024-06-12 18:28:55,1718216935
2024-06-12T18:28:56,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216936,2024-06-12 18:28:56,1718216936
2024-06-12T18:28:57,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216937,2024-06-12 18:28:57,1718216937
2024-06-12T18:28:58,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216938,2024-06-12 18:28:58,1718216938
2024-06-12T18:28:59,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216939,2024-06-12 18:28:59,1718216939
2024-06-12T18:29:00,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.12,1718216940,2024-06-12 18:29:00,1718216940
2024-06-12T18:29:01,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216941,2024-06-12 18:29:01,1718216941
2024-06-12T18:29:02,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216942,2024-06-12 18:29:02,1718216942
2024-06-12T18:29:03,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216943,2024-06-12 18:29:03,1718216943
2024-06-12T18:29:04,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216944,2024-06-12 18:29:04,1718216944
2024-06-12T18:29:05,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216945,2024-06-12 18:29:05,1718216945
2024-06-12T18:29:06,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216946,2024-06-12 18:29:06,1718216946
2024-06-12T18:29:07,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216947,2024-06-12 18:29:07,1718216947
2024-06-12T18:29:08,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216948,2024-06-12 18:29:08,1718216948
2024-06-12T18:29:09,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216949,2024-06-12 18:29:09,1718216949
2024-06-12T18:29:10,60.06,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216950,2024-06-12 18:29:10,1718216950
2024-06-12T18:29:11,60.06,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216951,2024-06-12 18:29:11,1718216951
2024-06-12T18:29:12,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216952,2024-06-12 18:29:12,1718216952
2024-06-12T18:29:13,60.06,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216953,2024-06-12 18:29:13,1718216953
2024-06-12T18:29:14,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.19,1718216954,2024-06-12 18:29:14,1718216954
2024-06-12T18:29:15,60.0,3223.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.06,3359.0,17.19,1718216955,2024-06-12 18:29:15,1718216955
2024-06-12T18:29:16,60.06,1167.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.25,1718216956,2024-06-12 18:29:16,1718216956
2024-06-12T18:29:17,60.0,1167.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.06,3359.0,17.25,1718216957,2024-06-12 18:29:17,1718216957
2024-06-12T18:29:18,60.06,1167.0,60.0,3391.0,60.0,3391.0,59.56,4095.0,60.0,3359.0,17.25,1718216958,2024-06-12 18:29:18,1718216958
