#h_time,t_alpha/°C,out_alpha/12bit,t_beta/°C,out_beta/12bit,t_gamma/°C,out_gamma/12bit,t_epsilon/°C,out_epsilon/12bit,t_my/°C,out_my/12bit,t_amb/°C,u_time,timestamp,unix_time,h_time
,25.5,0.0,25.31,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142883,2024-06-11 21:54:43,1718142883,2024-06-11T21:54:43
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142884,2024-06-11 21:54:44,1718142884,2024-06-11T21:54:44
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142885,2024-06-11 21:54:45,1718142885,2024-06-11T21:54:45
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142886,2024-06-11 21:54:46,1718142886,2024-06-11T21:54:46
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142887,2024-06-11 21:54:47,1718142887,2024-06-11T21:54:47
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142888,2024-06-11 21:54:48,1718142888,2024-06-11T21:54:48
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142889,2024-06-11 21:54:49,1718142889,2024-06-11T21:54:49
,25.5,0.0,25.25,0.0,25.12,0.0,24.87,4095.0,25.25,0.0,12.06,1718142890,2024-06-11 21:54:50,1718142890,2024-06-11T21:54:50
,25.5,0.0,25.25,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.06,1718142891,2024-06-11 21:54:51,1718142891,2024-06-11T21:54:51
,25.5,0.0,25.25,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.06,1718142892,2024-06-11 21:54:52,1718142892,2024-06-11T21:54:52
,25.44,0.0,25.25,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.06,1718142893,2024-06-11 21:54:53,1718142893,2024-06-11T21:54:53
,25.44,0.0,25.19,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.06,1718142894,2024-06-11 21:54:54,1718142894,2024-06-11T21:54:54
,25.44,0.0,25.19,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.06,1718142895,2024-06-11 21:54:55,1718142895,2024-06-11T21:54:55
,25.44,0.0,25.19,0.0,25.12,0.0,25.0,4095.0,25.19,0.0,12.06,1718142896,2024-06-11 21:54:56,1718142896,2024-06-11T21:54:56
,25.44,0.0,25.19,0.0,25.12,0.0,25.0,4095.0,25.19,0.0,12.06,1718142897,2024-06-11 21:54:57,1718142897,2024-06-11T21:54:57
,25.44,0.0,25.19,0.0,25.06,0.0,25.0,4095.0,25.12,0.0,12.06,1718142898,2024-06-11 21:54:58,1718142898,2024-06-11T21:54:58
,25.44,0.0,25.19,0.0,25.06,0.0,25.0,4095.0,25.19,0.0,12.06,1718142899,2024-06-11 21:54:59,1718142899,2024-06-11T21:54:59
,25.44,0.0,25.12,0.0,25.06,0.0,25.0,4095.0,25.12,0.0,12.06,1718142900,2024-06-11 21:55:00,1718142900,2024-06-11T21:55:00
,25.37,0.0,25.12,0.0,25.06,0.0,25.06,4095.0,25.12,0.0,12.06,1718142901,2024-06-11 21:55:01,1718142901,2024-06-11T21:55:01
,25.37,0.0,25.12,0.0,25.06,0.0,25.06,4095.0,25.12,0.0,12.06,1718142902,2024-06-11 21:55:02,1718142902,2024-06-11T21:55:02
,25.37,0.0,25.12,0.0,25.06,0.0,25.06,2039.0,25.12,0.0,12.06,1718142903,2024-06-11 21:55:03,1718142903,2024-06-11T21:55:03
,25.37,0.0,25.12,0.0,25.06,0.0,25.06,2039.0,25.12,0.0,12.06,1718142904,2024-06-11 21:55:04,1718142904,2024-06-11T21:55:04
,25.37,0.0,25.12,0.0,25.06,0.0,25.06,2031.0,25.12,0.0,12.06,1718142905,2024-06-11 21:55:05,1718142905,2024-06-11T21:55:05
,25.37,0.0,25.12,0.0,25.06,0.0,25.12,2031.0,25.12,0.0,12.06,1718142906,2024-06-11 21:55:06,1718142906,2024-06-11T21:55:06
,25.37,0.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,12.06,1718142907,2024-06-11 21:55:07,1718142907,2024-06-11T21:55:07
,25.37,0.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,12.06,1718142908,2024-06-11 21:55:08,1718142908,2024-06-11T21:55:08
,25.31,0.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.06,1718142909,2024-06-11 21:55:09,1718142909,2024-06-11T21:55:09
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.06,1718142910,2024-06-11 21:55:10,1718142910,2024-06-11T21:55:10
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.06,1718142911,2024-06-11 21:55:11,1718142911,2024-06-11T21:55:11
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.06,1718142912,2024-06-11 21:55:12,1718142912,2024-06-11T21:55:12
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.06,1718142913,2024-06-11 21:55:13,1718142913,2024-06-11T21:55:13
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.06,1718142914,2024-06-11 21:55:14,1718142914,2024-06-11T21:55:14
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.06,1718142915,2024-06-11 21:55:15,1718142915,2024-06-11T21:55:15
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.0,0.0,12.06,1718142916,2024-06-11 21:55:16,1718142916,2024-06-11T21:55:16
,25.31,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.0,0.0,12.06,1718142917,2024-06-11 21:55:17,1718142917,2024-06-11T21:55:17
,25.25,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.0,0.0,12.06,1718142918,2024-06-11 21:55:18,1718142918,2024-06-11T21:55:18
,25.25,0.0,25.0,0.0,25.0,0.0,25.12,0.0,25.0,0.0,12.06,1718142919,2024-06-11 21:55:19,1718142919,2024-06-11T21:55:19
,25.25,0.0,25.0,0.0,24.94,0.0,25.12,0.0,25.0,0.0,12.06,1718142920,2024-06-11 21:55:20,1718142920,2024-06-11T21:55:20
,25.25,0.0,25.0,0.0,24.94,0.0,25.12,0.0,25.0,0.0,12.06,1718142921,2024-06-11 21:55:21,1718142921,2024-06-11T21:55:21
,25.25,0.0,25.0,0.0,24.94,520.0,25.12,0.0,25.0,0.0,12.06,1718142922,2024-06-11 21:55:22,1718142922,2024-06-11T21:55:22
,25.25,0.0,25.0,0.0,24.94,520.0,25.12,0.0,25.0,0.0,12.06,1718142923,2024-06-11 21:55:23,1718142923,2024-06-11T21:55:23
,25.25,0.0,25.0,0.0,24.94,528.0,25.12,0.0,25.0,0.0,12.06,1718142924,2024-06-11 21:55:24,1718142924,2024-06-11T21:55:24
,25.25,0.0,25.0,0.0,24.94,528.0,25.12,0.0,25.0,0.0,12.06,1718142925,2024-06-11 21:55:25,1718142925,2024-06-11T21:55:25
,25.19,0.0,25.0,0.0,24.94,536.0,25.12,0.0,24.94,520.0,12.06,1718142926,2024-06-11 21:55:26,1718142926,2024-06-11T21:55:26
,25.19,0.0,25.0,0.0,24.94,536.0,25.12,0.0,24.94,520.0,12.06,1718142927,2024-06-11 21:55:27,1718142927,2024-06-11T21:55:27
,25.19,0.0,24.94,0.0,24.87,536.0,25.12,0.0,24.94,520.0,12.06,1718142928,2024-06-11 21:55:28,1718142928,2024-06-11T21:55:28
,25.19,0.0,24.94,520.0,24.94,544.0,25.12,0.0,24.94,528.0,12.0,1718142929,2024-06-11 21:55:29,1718142929,2024-06-11T21:55:29
,25.19,0.0,24.94,520.0,24.94,544.0,25.06,0.0,24.94,528.0,12.0,1718142930,2024-06-11 21:55:30,1718142930,2024-06-11T21:55:30
,25.19,0.0,24.94,528.0,24.87,1072.0,25.06,0.0,24.94,536.0,12.0,1718142931,2024-06-11 21:55:31,1718142931,2024-06-11T21:55:31
,25.19,0.0,24.94,528.0,24.87,1072.0,25.06,0.0,24.94,536.0,12.0,1718142932,2024-06-11 21:55:32,1718142932,2024-06-11T21:55:32
,25.19,0.0,24.94,528.0,24.87,1072.0,25.06,0.0,24.94,536.0,12.0,1718142933,2024-06-11 21:55:33,1718142933,2024-06-11T21:55:33
,25.19,0.0,24.87,536.0,24.87,1088.0,25.06,0.0,24.94,544.0,12.06,1718142934,2024-06-11 21:55:34,1718142934,2024-06-11T21:55:34
,25.12,0.0,24.87,536.0,24.87,1088.0,25.06,0.0,24.94,544.0,12.0,1718142935,2024-06-11 21:55:35,1718142935,2024-06-11T21:55:35
,25.12,0.0,24.87,1064.0,24.87,1104.0,25.06,0.0,24.87,1072.0,12.06,1718142936,2024-06-11 21:55:36,1718142936,2024-06-11T21:55:36
,25.12,0.0,24.87,1064.0,24.87,1104.0,25.06,0.0,24.87,1072.0,12.0,1718142937,2024-06-11 21:55:37,1718142937,2024-06-11T21:55:37
,25.12,0.0,24.87,1080.0,24.87,1120.0,25.0,0.0,24.87,1088.0,12.0,1718142938,2024-06-11 21:55:38,1718142938,2024-06-11T21:55:38
,25.12,0.0,24.87,1080.0,24.87,1120.0,25.0,0.0,24.87,1088.0,12.0,1718142939,2024-06-11 21:55:39,1718142939,2024-06-11T21:55:39
,25.12,0.0,24.87,1080.0,24.87,1120.0,25.0,0.0,24.87,1088.0,12.0,1718142940,2024-06-11 21:55:40,1718142940,2024-06-11T21:55:40
,25.12,0.0,24.87,1096.0,24.87,1136.0,25.0,0.0,24.87,1104.0,12.0,1718142941,2024-06-11 21:55:41,1718142941,2024-06-11T21:55:41
,25.12,0.0,24.87,1096.0,24.87,1136.0,25.0,0.0,24.87,1104.0,12.0,1718142942,2024-06-11 21:55:42,1718142942,2024-06-11T21:55:42
,25.12,0.0,24.87,1112.0,24.87,1152.0,25.0,0.0,24.87,1120.0,12.0,1718142943,2024-06-11 21:55:43,1718142943,2024-06-11T21:55:43
,25.06,0.0,24.87,1112.0,24.87,1152.0,25.0,0.0,24.87,1120.0,12.0,1718142944,2024-06-11 21:55:44,1718142944,2024-06-11T21:55:44
,25.06,0.0,24.87,1112.0,24.87,1152.0,25.0,0.0,24.87,1120.0,12.0,1718142945,2024-06-11 21:55:45,1718142945,2024-06-11T21:55:45
,25.06,0.0,24.87,1128.0,24.87,1168.0,25.0,0.0,24.87,1136.0,12.0,1718142946,2024-06-11 21:55:46,1718142946,2024-06-11T21:55:46
,25.06,0.0,24.87,1128.0,24.87,1168.0,25.0,0.0,24.87,1136.0,12.0,1718142947,2024-06-11 21:55:47,1718142947,2024-06-11T21:55:47
,25.06,0.0,24.87,1144.0,24.87,1184.0,24.94,520.0,24.87,1152.0,12.0,1718142948,2024-06-11 21:55:48,1718142948,2024-06-11T21:55:48
,25.06,0.0,24.87,1144.0,24.87,1184.0,25.0,520.0,24.87,1152.0,12.0,1718142949,2024-06-11 21:55:49,1718142949,2024-06-11T21:55:49
,25.06,0.0,24.87,1160.0,24.87,1200.0,24.94,528.0,24.87,1168.0,12.0,1718142950,2024-06-11 21:55:50,1718142950,2024-06-11T21:55:50
,25.06,0.0,24.81,1160.0,24.87,1200.0,24.94,528.0,24.87,1168.0,12.0,1718142951,2024-06-11 21:55:51,1718142951,2024-06-11T21:55:51
,25.06,0.0,24.87,1160.0,24.87,1200.0,24.94,528.0,24.87,1168.0,12.0,1718142952,2024-06-11 21:55:52,1718142952,2024-06-11T21:55:52
,25.06,0.0,24.81,4095.0,24.87,1216.0,24.94,536.0,24.87,1184.0,12.0,1718142953,2024-06-11 21:55:53,1718142953,2024-06-11T21:55:53
,25.0,0.0,24.81,4095.0,24.87,1216.0,24.94,536.0,24.87,1184.0,12.0,1718142954,2024-06-11 21:55:54,1718142954,2024-06-11T21:55:54
,25.0,0.0,24.81,4095.0,24.81,4095.0,24.94,544.0,24.81,4095.0,12.0,1718142955,2024-06-11 21:55:55,1718142955,2024-06-11T21:55:55
,25.0,0.0,24.81,4095.0,24.87,4095.0,24.94,544.0,24.87,4095.0,12.0,1718142956,2024-06-11 21:55:56,1718142956,2024-06-11T21:55:56
,25.0,0.0,24.87,4095.0,24.87,4095.0,24.94,544.0,24.87,4095.0,12.0,1718142957,2024-06-11 21:55:57,1718142957,2024-06-11T21:55:57
,25.0,0.0,24.81,4095.0,24.87,4095.0,24.94,552.0,24.81,4095.0,12.0,1718142958,2024-06-11 21:55:58,1718142958,2024-06-11T21:55:58
,25.0,0.0,24.87,4095.0,24.87,4095.0,24.87,552.0,24.87,4095.0,12.0,1718142959,2024-06-11 21:55:59,1718142959,2024-06-11T21:55:59
,25.0,0.0,24.87,4095.0,24.81,4095.0,24.94,560.0,24.87,4095.0,12.0,1718142960,2024-06-11 21:56:00,1718142960,2024-06-11T21:56:00
,25.0,0.0,24.87,4095.0,24.87,4095.0,24.87,560.0,24.87,4095.0,12.0,1718142961,2024-06-11 21:56:01,1718142961,2024-06-11T21:56:01
,24.94,520.0,24.87,4095.0,24.87,4095.0,24.87,1088.0,24.87,4095.0,12.0,1718142962,2024-06-11 21:56:02,1718142962,2024-06-11T21:56:02
,24.94,520.0,24.87,4095.0,24.87,4095.0,24.87,1088.0,24.87,4095.0,12.0,1718142963,2024-06-11 21:56:03,1718142963,2024-06-11T21:56:03
,24.94,520.0,24.87,4095.0,24.87,4095.0,24.87,1088.0,24.87,4095.0,12.0,1718142964,2024-06-11 21:56:04,1718142964,2024-06-11T21:56:04
,24.94,528.0,24.87,4095.0,24.87,4095.0,24.87,1104.0,24.87,4095.0,12.0,1718142965,2024-06-11 21:56:05,1718142965,2024-06-11T21:56:05
,24.94,528.0,24.87,4095.0,24.87,4095.0,24.87,1104.0,24.87,4095.0,12.0,1718142966,2024-06-11 21:56:06,1718142966,2024-06-11T21:56:06
,24.94,536.0,24.94,4095.0,24.94,4095.0,24.87,1120.0,24.87,4095.0,12.0,1718142967,2024-06-11 21:56:07,1718142967,2024-06-11T21:56:07
,24.94,536.0,24.94,4095.0,24.94,4095.0,24.87,1120.0,24.94,4095.0,12.0,1718142968,2024-06-11 21:56:08,1718142968,2024-06-11T21:56:08
,24.94,536.0,24.94,4095.0,24.94,4095.0,24.87,1120.0,24.94,4095.0,12.0,1718142969,2024-06-11 21:56:09,1718142969,2024-06-11T21:56:09
,24.94,544.0,24.94,4095.0,24.94,4095.0,24.87,1136.0,24.94,4095.0,12.0,1718142970,2024-06-11 21:56:10,1718142970,2024-06-11T21:56:10
,24.94,544.0,24.94,4095.0,24.94,4095.0,24.81,1136.0,24.94,4095.0,12.0,1718142971,2024-06-11 21:56:11,1718142971,2024-06-11T21:56:11
,24.87,1072.0,24.94,4095.0,24.94,4095.0,24.87,1152.0,24.94,4095.0,12.0,1718142972,2024-06-11 21:56:12,1718142972,2024-06-11T21:56:12
,24.87,1072.0,25.0,4095.0,24.94,4095.0,24.81,1152.0,24.94,4095.0,12.0,1718142973,2024-06-11 21:56:13,1718142973,2024-06-11T21:56:13
,24.87,1088.0,25.0,4095.0,25.0,4095.0,24.87,1168.0,25.0,4095.0,12.0,1718142974,2024-06-11 21:56:14,1718142974,2024-06-11T21:56:14
,24.87,1088.0,25.0,4095.0,25.0,4095.0,24.81,1168.0,25.0,4095.0,12.0,1718142975,2024-06-11 21:56:15,1718142975,2024-06-11T21:56:15
,24.87,1088.0,25.0,4095.0,25.0,4095.0,24.81,1168.0,25.0,4095.0,12.0,1718142976,2024-06-11 21:56:16,1718142976,2024-06-11T21:56:16
,24.87,1104.0,25.0,4095.0,25.0,4095.0,24.81,4095.0,25.0,4095.0,12.0,1718142977,2024-06-11 21:56:17,1718142977,2024-06-11T21:56:17
,24.87,1104.0,25.06,4095.0,25.06,4095.0,24.81,4095.0,25.0,4095.0,12.0,1718142978,2024-06-11 21:56:18,1718142978,2024-06-11T21:56:18
,24.87,1120.0,25.06,2039.0,25.06,2039.0,24.81,4095.0,25.06,2039.0,12.0,1718142979,2024-06-11 21:56:19,1718142979,2024-06-11T21:56:19
,24.87,1120.0,25.06,2039.0,25.06,2039.0,24.81,4095.0,25.06,2039.0,12.0,1718142980,2024-06-11 21:56:20,1718142980,2024-06-11T21:56:20
,24.87,1120.0,25.06,2039.0,25.06,2039.0,24.81,4095.0,25.06,2039.0,12.0,1718142981,2024-06-11 21:56:21,1718142981,2024-06-11T21:56:21
,24.87,1136.0,25.06,2031.0,25.06,2031.0,24.81,4095.0,25.06,2031.0,12.0,1718142982,2024-06-11 21:56:22,1718142982,2024-06-11T21:56:22
,24.87,1136.0,25.06,2031.0,25.12,2031.0,24.81,4095.0,25.06,2031.0,12.0,1718142983,2024-06-11 21:56:23,1718142983,2024-06-11T21:56:23
,24.87,1152.0,25.12,0.0,25.12,0.0,24.81,4095.0,25.06,2023.0,12.0,1718142984,2024-06-11 21:56:24,1718142984,2024-06-11T21:56:24
,24.87,1152.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,2023.0,12.0,1718142985,2024-06-11 21:56:25,1718142985,2024-06-11T21:56:25
,24.87,1168.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142986,2024-06-11 21:56:26,1718142986,2024-06-11T21:56:26
,24.87,1168.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142987,2024-06-11 21:56:27,1718142987,2024-06-11T21:56:27
,24.87,1168.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142988,2024-06-11 21:56:28,1718142988,2024-06-11T21:56:28
,24.87,1184.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142989,2024-06-11 21:56:29,1718142989,2024-06-11T21:56:29
,24.87,1184.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142990,2024-06-11 21:56:30,1718142990,2024-06-11T21:56:30
,24.81,4095.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142991,2024-06-11 21:56:31,1718142991,2024-06-11T21:56:31
,24.87,4095.0,25.12,0.0,25.12,0.0,24.87,4095.0,25.12,0.0,12.0,1718142992,2024-06-11 21:56:32,1718142992,2024-06-11T21:56:32
,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.0,1718142993,2024-06-11 21:56:33,1718142993,2024-06-11T21:56:33
,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.0,1718142994,2024-06-11 21:56:34,1718142994,2024-06-11T21:56:34
,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.0,1718142995,2024-06-11 21:56:35,1718142995,2024-06-11T21:56:35
,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,25.19,0.0,12.0,1718142996,2024-06-11 21:56:36,1718142996,2024-06-11T21:56:36
,24.87,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,25.19,0.0,12.0,1718142997,2024-06-11 21:56:37,1718142997,2024-06-11T21:56:37
,24.87,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,25.12,0.0,12.0,1718142998,2024-06-11 21:56:38,1718142998,2024-06-11T21:56:38
,24.87,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,25.12,0.0,12.0,1718142999,2024-06-11 21:56:39,1718142999,2024-06-11T21:56:39
,24.87,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,25.12,0.0,12.0,1718143000,2024-06-11 21:56:40,1718143000,2024-06-11T21:56:40
,24.87,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,25.12,0.0,12.0,1718143001,2024-06-11 21:56:41,1718143001,2024-06-11T21:56:41
,24.87,4095.0,25.12,0.0,25.12,0.0,25.06,4095.0,25.12,0.0,12.0,1718143002,2024-06-11 21:56:42,1718143002,2024-06-11T21:56:42
,24.87,4095.0,25.12,0.0,25.12,0.0,25.06,2039.0,25.12,0.0,12.0,1718143003,2024-06-11 21:56:43,1718143003,2024-06-11T21:56:43
,24.94,4095.0,25.12,0.0,25.12,0.0,25.06,2039.0,25.12,0.0,12.0,1718143004,2024-06-11 21:56:44,1718143004,2024-06-11T21:56:44
,24.94,4095.0,25.12,0.0,25.12,0.0,25.06,2039.0,25.12,0.0,12.0,1718143005,2024-06-11 21:56:45,1718143005,2024-06-11T21:56:45
,24.94,4095.0,25.12,0.0,25.12,0.0,25.06,2031.0,25.12,0.0,12.0,1718143006,2024-06-11 21:56:46,1718143006,2024-06-11T21:56:46
,24.94,4095.0,25.12,0.0,25.12,0.0,25.12,2031.0,25.12,0.0,12.0,1718143007,2024-06-11 21:56:47,1718143007,2024-06-11T21:56:47
,24.94,4095.0,25.06,0.0,25.06,0.0,25.12,0.0,25.12,0.0,12.0,1718143008,2024-06-11 21:56:48,1718143008,2024-06-11T21:56:48
,24.94,4095.0,25.06,0.0,25.12,0.0,25.12,0.0,25.12,0.0,12.0,1718143009,2024-06-11 21:56:49,1718143009,2024-06-11T21:56:49
,25.0,4095.0,25.06,0.0,25.06,0.0,25.12,0.0,25.12,0.0,12.0,1718143010,2024-06-11 21:56:50,1718143010,2024-06-11T21:56:50
,25.0,4095.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143011,2024-06-11 21:56:51,1718143011,2024-06-11T21:56:51
,25.0,4095.0,25.06,0.0,25.06,0.0,25.12,0.0,25.12,0.0,12.0,1718143012,2024-06-11 21:56:52,1718143012,2024-06-11T21:56:52
,25.0,4095.0,25.06,0.0,25.06,0.0,25.12,0.0,25.12,0.0,12.0,1718143013,2024-06-11 21:56:53,1718143013,2024-06-11T21:56:53
,25.0,4095.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143014,2024-06-11 21:56:54,1718143014,2024-06-11T21:56:54
,25.06,2039.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143015,2024-06-11 21:56:55,1718143015,2024-06-11T21:56:55
,25.06,2039.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143016,2024-06-11 21:56:56,1718143016,2024-06-11T21:56:56
,25.06,2039.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143017,2024-06-11 21:56:57,1718143017,2024-06-11T21:56:57
,25.06,2031.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143018,2024-06-11 21:56:58,1718143018,2024-06-11T21:56:58
,25.12,2031.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143019,2024-06-11 21:56:59,1718143019,2024-06-11T21:56:59
,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,25.06,0.0,12.0,1718143020,2024-06-11 21:57:00,1718143020,2024-06-11T21:57:00
,25.12,0.0,25.06,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.0,1718143021,2024-06-11 21:57:01,1718143021,2024-06-11T21:57:01
,25.12,0.0,25.0,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.0,1718143022,2024-06-11 21:57:02,1718143022,2024-06-11T21:57:02
,25.12,0.0,25.0,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.0,1718143023,2024-06-11 21:57:03,1718143023,2024-06-11T21:57:03
,25.12,0.0,25.0,0.0,25.0,0.0,25.12,0.0,25.06,0.0,12.0,1718143024,2024-06-11 21:57:04,1718143024,2024-06-11T21:57:04
,25.12,0.0,25.0,0.0,25.0,0.0,25.12,0.0,25.06,0.0,11.94,1718143025,2024-06-11 21:57:05,1718143025,2024-06-11T21:57:05
,25.19,0.0,25.0,0.0,25.0,0.0,25.12,0.0,25.0,0.0,12.0,1718143026,2024-06-11 21:57:06,1718143026,2024-06-11T21:57:06
,25.12,0.0,25.0,0.0,25.0,0.0,25.06,0.0,25.0,0.0,12.0,1718143027,2024-06-11 21:57:07,1718143027,2024-06-11T21:57:07
,25.12,0.0,25.0,0.0,25.0,0.0,25.06,0.0,25.0,0.0,12.0,1718143028,2024-06-11 21:57:08,1718143028,2024-06-11T21:57:08
,25.19,0.0,25.0,0.0,25.0,0.0,25.06,0.0,25.0,0.0,12.0,1718143029,2024-06-11 21:57:09,1718143029,2024-06-11T21:57:09
,25.19,0.0,25.0,0.0,24.94,0.0,25.06,0.0,25.0,0.0,12.0,1718143030,2024-06-11 21:57:10,1718143030,2024-06-11T21:57:10
,25.19,0.0,24.94,0.0,24.94,0.0,25.06,0.0,25.0,0.0,12.0,1718143031,2024-06-11 21:57:11,1718143031,2024-06-11T21:57:11
,25.12,0.0,25.0,0.0,25.0,0.0,25.06,0.0,25.0,0.0,11.94,1718143032,2024-06-11 21:57:12,1718143032,2024-06-11T21:57:12
,25.12,0.0,24.94,0.0,24.94,0.0,25.06,0.0,25.0,0.0,12.0,1718143033,2024-06-11 21:57:13,1718143033,2024-06-11T21:57:13
,25.12,0.0,24.94,520.0,24.94,520.0,25.06,0.0,25.0,0.0,12.0,1718143034,2024-06-11 21:57:14,1718143034,2024-06-11T21:57:14
,25.12,0.0,24.94,520.0,24.94,520.0,25.06,0.0,24.94,0.0,12.0,1718143035,2024-06-11 21:57:15,1718143035,2024-06-11T21:57:15
,25.12,0.0,24.94,520.0,24.94,520.0,25.06,0.0,25.0,0.0,11.94,1718143036,2024-06-11 21:57:16,1718143036,2024-06-11T21:57:16
,25.12,0.0,24.94,528.0,24.94,528.0,25.06,0.0,24.94,520.0,12.0,1718143037,2024-06-11 21:57:17,1718143037,2024-06-11T21:57:17
,25.12,0.0,24.94,528.0,24.94,528.0,25.06,0.0,24.94,520.0,12.0,1718143038,2024-06-11 21:57:18,1718143038,2024-06-11T21:57:18
,25.12,0.0,24.94,536.0,24.94,536.0,25.0,0.0,24.94,528.0,12.0,1718143039,2024-06-11 21:57:19,1718143039,2024-06-11T21:57:19
,25.12,0.0,24.94,536.0,24.94,536.0,25.0,0.0,24.94,528.0,12.0,1718143040,2024-06-11 21:57:20,1718143040,2024-06-11T21:57:20
,25.12,0.0,24.94,536.0,24.94,536.0,25.0,0.0,24.94,528.0,12.0,1718143041,2024-06-11 21:57:21,1718143041,2024-06-11T21:57:21
,25.12,0.0,24.87,1064.0,24.94,1064.0,25.0,0.0,24.94,536.0,12.0,1718143042,2024-06-11 21:57:22,1718143042,2024-06-11T21:57:22
,25.12,0.0,24.87,1064.0,24.87,1064.0,25.0,0.0,24.94,536.0,12.0,1718143043,2024-06-11 21:57:23,1718143043,2024-06-11T21:57:23
,25.12,0.0,24.87,1080.0,24.87,1080.0,25.0,0.0,24.94,544.0,12.0,1718143044,2024-06-11 21:57:24,1718143044,2024-06-11T21:57:24
,25.12,0.0,24.87,1080.0,24.87,1080.0,25.0,0.0,24.94,544.0,12.0,1718143045,2024-06-11 21:57:25,1718143045,2024-06-11T21:57:25
,25.12,0.0,24.87,1096.0,24.87,1096.0,25.0,0.0,24.87,1072.0,12.0,1718143046,2024-06-11 21:57:26,1718143046,2024-06-11T21:57:26
,25.12,0.0,24.87,1096.0,24.87,1096.0,25.0,0.0,24.87,1072.0,12.0,1718143047,2024-06-11 21:57:27,1718143047,2024-06-11T21:57:27
,25.12,0.0,24.87,1096.0,24.87,1096.0,25.0,0.0,24.87,1072.0,12.0,1718143048,2024-06-11 21:57:28,1718143048,2024-06-11T21:57:28
,25.12,0.0,24.87,1112.0,24.87,1112.0,24.94,520.0,24.87,1088.0,11.94,1718143049,2024-06-11 21:57:29,1718143049,2024-06-11T21:57:29
