#h_time,t_alpha/°C,out_alpha/12bit,t_beta/°C,out_beta/12bit,t_gamma/°C,out_gamma/12bit,t_epsilon/°C,out_epsilon/12bit,t_my/°C,out_my/12bit,t_amb/°C,u_time,timestamp,unix_time,h_time
2024-06-15T07:24:33,25.0,1296.0,24.87,1088.0,24.87,4095.0,24.94,2383.0,24.94,1328.0,13.56,1718436273,2024-06-15 07:24:33,1718436273,
2024-06-15T07:24:34,25.0,1296.0,24.87,1104.0,24.87,4095.0,25.0,1871.0,24.94,1336.0,13.56,1718436274,2024-06-15 07:24:34,1718436274,
2024-06-15T07:24:35,25.0,1296.0,24.87,1104.0,24.87,4095.0,24.94,1871.0,24.94,1336.0,13.56,1718436275,2024-06-15 07:24:35,1718436275,
2024-06-15T07:24:36,25.0,1296.0,24.87,1120.0,24.87,4095.0,24.94,2391.0,24.94,1344.0,13.56,1718436276,2024-06-15 07:24:36,1718436276,
2024-06-15T07:24:37,25.0,1296.0,24.87,1120.0,24.87,4095.0,24.94,2391.0,24.94,1344.0,13.56,1718436277,2024-06-15 07:24:37,1718436277,
2024-06-15T07:24:38,25.0,1296.0,24.87,1120.0,24.94,4095.0,24.94,2391.0,24.94,1344.0,13.56,1718436278,2024-06-15 07:24:38,1718436278,
2024-06-15T07:24:39,25.0,1296.0,24.87,1136.0,24.94,4095.0,24.94,2399.0,24.94,1352.0,13.56,1718436279,2024-06-15 07:24:39,1718436279,
2024-06-15T07:24:40,25.0,1296.0,24.87,1136.0,24.94,4095.0,24.94,2399.0,24.94,1352.0,13.56,1718436280,2024-06-15 07:24:40,1718436280,
2024-06-15T07:24:41,25.0,1296.0,24.87,1152.0,24.94,4095.0,25.0,1887.0,24.94,1360.0,13.56,1718436281,2024-06-15 07:24:41,1718436281,
2024-06-15T07:24:42,25.0,1296.0,24.87,1152.0,24.94,4095.0,24.94,1887.0,24.94,1360.0,13.56,1718436282,2024-06-15 07:24:42,1718436282,
2024-06-15T07:24:43,25.0,1296.0,24.87,1152.0,24.94,4095.0,24.94,1887.0,24.94,1360.0,13.56,1718436283,2024-06-15 07:24:43,1718436283,
2024-06-15T07:24:44,25.0,1296.0,24.87,1168.0,25.0,4095.0,25.0,1887.0,24.94,1368.0,13.56,1718436284,2024-06-15 07:24:44,1718436284,
2024-06-15T07:24:45,25.0,1296.0,24.87,1168.0,25.0,4095.0,25.0,1887.0,24.94,1368.0,13.56,1718436285,2024-06-15 07:24:45,1718436285,
2024-06-15T07:24:46,25.0,1296.0,24.87,1184.0,25.0,4095.0,24.94,2407.0,24.94,1376.0,13.56,1718436286,2024-06-15 07:24:46,1718436286,
2024-06-15T07:24:47,25.0,1296.0,24.81,1184.0,25.0,4095.0,24.94,2407.0,24.94,1376.0,13.56,1718436287,2024-06-15 07:24:47,1718436287,
2024-06-15T07:24:48,25.0,1296.0,24.81,4095.0,25.0,4095.0,24.94,2415.0,24.94,1384.0,13.56,1718436288,2024-06-15 07:24:48,1718436288,
2024-06-15T07:24:49,25.0,1296.0,24.87,4095.0,25.0,4095.0,25.0,2415.0,24.94,1384.0,13.56,1718436289,2024-06-15 07:24:49,1718436289,
2024-06-15T07:24:50,25.0,1296.0,24.87,4095.0,25.0,4095.0,24.94,2415.0,24.94,1384.0,13.56,1718436290,2024-06-15 07:24:50,1718436290,
2024-06-15T07:24:51,25.0,1296.0,24.81,4095.0,25.06,2039.0,25.0,1903.0,24.94,1392.0,13.56,1718436291,2024-06-15 07:24:51,1718436291,
2024-06-15T07:24:52,25.0,1296.0,24.81,4095.0,25.06,2039.0,25.0,1903.0,24.94,1392.0,13.56,1718436292,2024-06-15 07:24:52,1718436292,
2024-06-15T07:24:53,25.0,1296.0,24.81,4095.0,25.06,2031.0,24.94,2423.0,24.94,1400.0,13.56,1718436293,2024-06-15 07:24:53,1718436293,
2024-06-15T07:24:54,25.0,1296.0,24.87,4095.0,25.06,2031.0,25.0,2423.0,24.94,1400.0,13.56,1718436294,2024-06-15 07:24:54,1718436294,
2024-06-15T07:24:55,25.0,1296.0,24.81,4095.0,25.06,2031.0,24.94,2423.0,25.0,1400.0,13.56,1718436295,2024-06-15 07:24:55,1718436295,
2024-06-15T07:24:56,25.0,1296.0,24.87,4095.0,25.06,2023.0,24.94,2431.0,24.94,888.0,13.56,1718436296,2024-06-15 07:24:56,1718436296,
2024-06-15T07:24:57,25.0,1296.0,24.87,4095.0,25.12,2023.0,25.0,2431.0,24.94,888.0,13.56,1718436297,2024-06-15 07:24:57,1718436297,
2024-06-15T07:24:58,25.0,1296.0,24.87,4095.0,25.12,0.0,24.94,2439.0,25.0,888.0,13.56,1718436298,2024-06-15 07:24:58,1718436298,
2024-06-15T07:24:59,25.0,1296.0,24.87,4095.0,25.12,0.0,24.94,2439.0,25.0,888.0,13.56,1718436299,2024-06-15 07:24:59,1718436299,
2024-06-15T07:25:00,25.0,1296.0,24.87,4095.0,25.12,0.0,24.94,2447.0,24.94,1408.0,13.56,1718436300,2024-06-15 07:25:00,1718436300,
2024-06-15T07:25:01,25.0,1296.0,24.87,4095.0,25.12,0.0,24.94,2447.0,24.94,1408.0,13.56,1718436301,2024-06-15 07:25:01,1718436301,
2024-06-15T07:25:02,25.0,1296.0,24.87,4095.0,25.12,0.0,24.94,2447.0,25.0,1408.0,13.56,1718436302,2024-06-15 07:25:02,1718436302,
2024-06-15T07:25:03,25.0,1296.0,24.87,4095.0,25.12,0.0,24.94,2455.0,24.94,1416.0,13.56,1718436303,2024-06-15 07:25:03,1718436303,
2024-06-15T07:25:04,25.0,1296.0,24.94,4095.0,25.12,0.0,25.0,2455.0,25.0,1416.0,13.56,1718436304,2024-06-15 07:25:04,1718436304,
2024-06-15T07:25:05,25.0,1296.0,24.94,4095.0,25.12,0.0,24.94,2463.0,25.0,904.0,13.56,1718436305,2024-06-15 07:25:05,1718436305,
2024-06-15T07:25:06,25.0,1296.0,24.94,4095.0,25.06,0.0,24.94,2463.0,25.0,904.0,13.56,1718436306,2024-06-15 07:25:06,1718436306,
2024-06-15T07:25:07,25.0,1296.0,24.94,4095.0,25.12,0.0,24.94,2463.0,24.94,904.0,13.56,1718436307,2024-06-15 07:25:07,1718436307,
2024-06-15T07:25:08,25.0,1296.0,24.94,4095.0,25.12,0.0,24.94,2471.0,25.0,904.0,13.56,1718436308,2024-06-15 07:25:08,1718436308,
2024-06-15T07:25:09,25.0,1296.0,25.0,4095.0,25.06,0.0,25.0,2471.0,25.0,904.0,13.56,1718436309,2024-06-15 07:25:09,1718436309,
2024-06-15T07:25:10,25.0,1296.0,25.0,4095.0,25.06,0.0,25.0,1959.0,25.0,904.0,13.56,1718436310,2024-06-15 07:25:10,1718436310,
2024-06-15T07:25:11,25.0,1296.0,25.0,4095.0,25.06,0.0,24.94,1959.0,25.0,904.0,13.56,1718436311,2024-06-15 07:25:11,1718436311,
2024-06-15T07:25:12,25.0,1296.0,25.0,4095.0,25.06,0.0,25.0,1959.0,24.94,1424.0,13.56,1718436312,2024-06-15 07:25:12,1718436312,
2024-06-15T07:25:13,25.0,1296.0,25.0,4095.0,25.06,0.0,25.0,1959.0,25.0,1424.0,13.56,1718436313,2024-06-15 07:25:13,1718436313,
2024-06-15T07:25:14,25.0,1296.0,25.0,4095.0,25.06,0.0,25.0,1959.0,25.0,1424.0,13.56,1718436314,2024-06-15 07:25:14,1718436314,
2024-06-15T07:25:15,25.0,1296.0,25.0,4095.0,25.06,0.0,24.94,2479.0,25.0,912.0,13.56,1718436315,2024-06-15 07:25:15,1718436315,
2024-06-15T07:25:16,25.0,1296.0,25.06,4095.0,25.06,0.0,25.0,2479.0,25.0,912.0,13.56,1718436316,2024-06-15 07:25:16,1718436316,
2024-06-15T07:25:17,25.0,1296.0,25.06,2039.0,25.06,0.0,24.94,2487.0,24.94,1432.0,13.56,1718436317,2024-06-15 07:25:17,1718436317,
2024-06-15T07:25:18,25.0,1296.0,25.06,2039.0,25.06,0.0,25.0,2487.0,25.0,1432.0,13.56,1718436318,2024-06-15 07:25:18,1718436318,
2024-06-15T07:25:19,25.0,1296.0,25.06,2039.0,25.06,0.0,24.94,2487.0,25.0,1432.0,13.56,1718436319,2024-06-15 07:25:19,1718436319,
2024-06-15T07:25:20,25.0,1296.0,25.12,2031.0,25.0,0.0,25.0,2495.0,25.0,920.0,13.56,1718436320,2024-06-15 07:25:20,1718436320,
2024-06-15T07:25:21,25.0,1296.0,25.12,2031.0,25.0,0.0,25.0,2495.0,24.94,920.0,13.56,1718436321,2024-06-15 07:25:21,1718436321,
2024-06-15T07:25:22,25.0,1296.0,25.12,0.0,25.0,0.0,25.0,1983.0,25.0,920.0,13.56,1718436322,2024-06-15 07:25:22,1718436322,
2024-06-15T07:25:23,25.0,1296.0,25.12,0.0,25.0,0.0,25.0,1983.0,25.0,920.0,13.56,1718436323,2024-06-15 07:25:23,1718436323,
2024-06-15T07:25:24,25.0,1296.0,25.12,0.0,25.0,0.0,25.0,1983.0,25.0,920.0,13.56,1718436324,2024-06-15 07:25:24,1718436324,
2024-06-15T07:25:25,25.0,1296.0,25.12,0.0,25.0,0.0,25.0,1983.0,25.0,920.0,13.56,1718436325,2024-06-15 07:25:25,1718436325,
2024-06-15T07:25:26,25.0,1296.0,25.12,0.0,25.0,0.0,25.0,1983.0,25.0,920.0,13.56,1718436326,2024-06-15 07:25:26,1718436326,
2024-06-15T07:25:27,25.0,1296.0,25.12,0.0,25.0,0.0,25.0,1983.0,25.0,920.0,13.56,1718436327,2024-06-15 07:25:27,1718436327,
2024-06-15T07:25:28,25.0,1296.0,25.12,0.0,24.94,0.0,25.0,1983.0,25.0,920.0,13.56,1718436328,2024-06-15 07:25:28,1718436328,
2024-06-15T07:25:29,25.0,1296.0,25.12,0.0,24.94,520.0,25.0,1983.0,25.0,920.0,13.56,1718436329,2024-06-15 07:25:29,1718436329,
2024-06-15T07:25:30,25.0,1296.0,25.12,0.0,24.94,520.0,25.0,1983.0,24.94,920.0,13.56,1718436330,2024-06-15 07:25:30,1718436330,
2024-06-15T07:25:31,25.0,1296.0,25.12,0.0,24.94,520.0,25.0,1983.0,25.0,920.0,13.56,1718436331,2024-06-15 07:25:31,1718436331,
2024-06-15T07:25:32,25.0,1296.0,25.12,0.0,24.94,528.0,25.0,1983.0,25.0,1440.0,13.56,1718436332,2024-06-15 07:25:32,1718436332,
2024-06-15T07:25:33,25.0,1296.0,25.12,0.0,24.94,528.0,25.0,1983.0,24.94,1440.0,13.56,1718436333,2024-06-15 07:25:33,1718436333,
2024-06-15T07:25:34,25.0,1296.0,25.12,0.0,24.94,536.0,25.0,1983.0,25.0,928.0,13.56,1718436334,2024-06-15 07:25:34,1718436334,
2024-06-15T07:25:35,25.0,1296.0,25.12,0.0,24.94,536.0,25.0,1983.0,25.0,928.0,13.56,1718436335,2024-06-15 07:25:35,1718436335,
2024-06-15T07:25:36,25.0,1296.0,25.12,0.0,24.87,1064.0,25.0,1983.0,25.0,928.0,13.56,1718436336,2024-06-15 07:25:36,1718436336,
2024-06-15T07:25:37,25.0,1296.0,25.12,0.0,24.87,1064.0,25.0,1983.0,24.94,928.0,13.56,1718436337,2024-06-15 07:25:37,1718436337,
2024-06-15T07:25:38,25.0,1296.0,25.12,0.0,24.87,1064.0,25.0,1983.0,25.0,928.0,13.56,1718436338,2024-06-15 07:25:38,1718436338,
2024-06-15T07:25:39,25.0,1296.0,25.12,0.0,24.87,1080.0,25.0,1983.0,25.0,928.0,13.56,1718436339,2024-06-15 07:25:39,1718436339,
2024-06-15T07:25:40,25.0,1296.0,25.12,0.0,24.87,1080.0,25.0,1983.0,24.94,928.0,13.56,1718436340,2024-06-15 07:25:40,1718436340,
2024-06-15T07:25:41,25.0,1296.0,25.12,0.0,24.87,1096.0,25.0,1983.0,24.94,1448.0,13.56,1718436341,2024-06-15 07:25:41,1718436341,
2024-06-15T07:25:42,25.0,1296.0,25.12,0.0,24.87,1096.0,25.0,1983.0,24.94,1448.0,13.63,1718436342,2024-06-15 07:25:42,1718436342,
2024-06-15T07:25:43,25.0,1296.0,25.12,0.0,24.87,1112.0,25.0,1983.0,25.0,936.0,13.56,1718436343,2024-06-15 07:25:43,1718436343,
2024-06-15T07:25:44,25.0,1296.0,25.12,0.0,24.87,1112.0,25.0,1983.0,24.94,936.0,13.56,1718436344,2024-06-15 07:25:44,1718436344,
2024-06-15T07:25:45,25.0,1296.0,25.12,0.0,24.87,1112.0,25.0,1983.0,25.0,936.0,13.56,1718436345,2024-06-15 07:25:45,1718436345,
2024-06-15T07:25:46,25.0,1296.0,25.06,0.0,24.87,1128.0,25.0,1983.0,25.0,936.0,13.56,1718436346,2024-06-15 07:25:46,1718436346,
2024-06-15T07:25:47,25.0,1296.0,25.06,0.0,24.87,1128.0,25.0,1983.0,25.0,936.0,13.56,1718436347,2024-06-15 07:25:47,1718436347,
2024-06-15T07:25:48,25.0,1296.0,25.06,0.0,24.87,1144.0,25.0,1983.0,24.94,1456.0,13.56,1718436348,2024-06-15 07:25:48,1718436348,
2024-06-15T07:25:49,25.0,1296.0,25.06,0.0,24.87,1144.0,25.0,1983.0,25.0,1456.0,13.56,1718436349,2024-06-15 07:25:49,1718436349,
2024-06-15T07:25:50,25.0,1296.0,25.06,0.0,24.87,1144.0,25.0,1983.0,25.0,1456.0,13.56,1718436350,2024-06-15 07:25:50,1718436350,
2024-06-15T07:25:51,25.0,1296.0,25.06,0.0,24.87,1160.0,25.0,1983.0,25.0,944.0,13.56,1718436351,2024-06-15 07:25:51,1718436351,
2024-06-15T07:25:52,25.0,1296.0,25.06,0.0,24.87,1160.0,25.0,1983.0,25.0,944.0,13.56,1718436352,2024-06-15 07:25:52,1718436352,
2024-06-15T07:25:53,25.0,1296.0,25.06,0.0,24.81,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436353,2024-06-15 07:25:53,1718436353,
2024-06-15T07:25:54,25.0,1296.0,25.06,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.56,1718436354,2024-06-15 07:25:54,1718436354,
2024-06-15T07:25:55,25.06,0.0,25.06,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.56,1718436355,2024-06-15 07:25:55,1718436355,
2024-06-15T07:25:56,25.0,0.0,25.06,0.0,24.87,4095.0,25.0,1983.0,24.94,944.0,13.63,1718436356,2024-06-15 07:25:56,1718436356,
2024-06-15T07:25:57,25.0,0.0,25.06,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436357,2024-06-15 07:25:57,1718436357,
2024-06-15T07:25:58,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436358,2024-06-15 07:25:58,1718436358,
2024-06-15T07:25:59,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,24.94,944.0,13.63,1718436359,2024-06-15 07:25:59,1718436359,
2024-06-15T07:26:00,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436360,2024-06-15 07:26:00,1718436360,
2024-06-15T07:26:01,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436361,2024-06-15 07:26:01,1718436361,
2024-06-15T07:26:02,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,24.94,944.0,13.63,1718436362,2024-06-15 07:26:02,1718436362,
2024-06-15T07:26:03,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436363,2024-06-15 07:26:03,1718436363,
2024-06-15T07:26:04,25.0,0.0,25.0,0.0,24.87,4095.0,25.0,1983.0,25.0,944.0,13.63,1718436364,2024-06-15 07:26:04,1718436364,
2024-06-15T07:26:05,25.0,0.0,25.0,0.0,24.94,4095.0,25.0,1983.0,24.94,1464.0,13.63,1718436365,2024-06-15 07:26:05,1718436365,
2024-06-15T07:26:06,25.0,0.0,25.0,0.0,24.94,4095.0,25.0,1983.0,24.94,1464.0,13.63,1718436366,2024-06-15 07:26:06,1718436366,
2024-06-15T07:26:07,25.0,0.0,25.0,0.0,24.94,4095.0,25.06,0.0,24.94,1472.0,13.63,1718436367,2024-06-15 07:26:07,1718436367,
2024-06-15T07:26:08,25.0,0.0,25.0,0.0,24.94,4095.0,25.0,0.0,25.0,1472.0,13.63,1718436368,2024-06-15 07:26:08,1718436368,
2024-06-15T07:26:09,25.0,0.0,25.0,0.0,24.94,4095.0,25.0,0.0,25.0,1472.0,13.63,1718436369,2024-06-15 07:26:09,1718436369,
2024-06-15T07:26:10,25.0,0.0,24.94,520.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436370,2024-06-15 07:26:10,1718436370,
2024-06-15T07:26:11,25.0,0.0,24.94,520.0,24.94,4095.0,25.0,439.0,25.0,960.0,13.63,1718436371,2024-06-15 07:26:11,1718436371,
2024-06-15T07:26:12,25.0,0.0,24.94,528.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436372,2024-06-15 07:26:12,1718436372,
2024-06-15T07:26:13,25.0,0.0,24.94,528.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436373,2024-06-15 07:26:13,1718436373,
2024-06-15T07:26:14,25.0,0.0,24.94,528.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436374,2024-06-15 07:26:14,1718436374,
2024-06-15T07:26:15,25.0,520.0,24.94,536.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436375,2024-06-15 07:26:15,1718436375,
2024-06-15T07:26:16,24.94,520.0,24.94,536.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436376,2024-06-15 07:26:16,1718436376,
2024-06-15T07:26:17,24.94,528.0,24.94,544.0,25.0,4095.0,25.0,439.0,25.0,960.0,13.63,1718436377,2024-06-15 07:26:17,1718436377,
2024-06-15T07:26:18,24.94,528.0,24.87,544.0,25.06,4095.0,25.0,439.0,25.0,960.0,13.63,1718436378,2024-06-15 07:26:18,1718436378,
2024-06-15T07:26:19,24.94,536.0,24.87,1072.0,25.06,2039.0,25.0,439.0,25.0,960.0,13.63,1718436379,2024-06-15 07:26:19,1718436379,
2024-06-15T07:26:20,24.94,536.0,24.87,1072.0,25.06,2039.0,25.0,439.0,25.0,960.0,13.63,1718436380,2024-06-15 07:26:20,1718436380,
2024-06-15T07:26:21,24.94,536.0,24.87,1072.0,25.06,2039.0,25.0,439.0,25.0,960.0,13.63,1718436381,2024-06-15 07:26:21,1718436381,
2024-06-15T07:26:22,24.94,544.0,24.87,1088.0,25.06,2031.0,25.0,439.0,25.0,960.0,13.63,1718436382,2024-06-15 07:26:22,1718436382,
2024-06-15T07:26:23,24.94,544.0,24.87,1088.0,25.12,2031.0,25.0,439.0,25.0,960.0,13.63,1718436383,2024-06-15 07:26:23,1718436383,
2024-06-15T07:26:24,24.94,552.0,24.87,1104.0,25.12,0.0,24.94,959.0,25.0,960.0,13.63,1718436384,2024-06-15 07:26:24,1718436384,
2024-06-15T07:26:25,24.94,552.0,24.87,1104.0,25.12,0.0,24.94,959.0,25.0,960.0,13.63,1718436385,2024-06-15 07:26:25,1718436385,
2024-06-15T07:26:26,24.94,552.0,24.87,1104.0,25.12,0.0,24.94,959.0,25.0,960.0,13.63,1718436386,2024-06-15 07:26:26,1718436386,
2024-06-15T07:26:27,24.94,560.0,24.87,1120.0,25.12,0.0,24.94,967.0,25.0,960.0,13.63,1718436387,2024-06-15 07:26:27,1718436387,
2024-06-15T07:26:28,24.94,560.0,24.87,1120.0,25.12,0.0,24.94,967.0,25.0,960.0,13.63,1718436388,2024-06-15 07:26:28,1718436388,
2024-06-15T07:26:29,24.94,568.0,24.87,1136.0,25.12,0.0,24.94,975.0,25.0,960.0,13.63,1718436389,2024-06-15 07:26:29,1718436389,
2024-06-15T07:26:30,24.94,568.0,24.87,1136.0,25.12,0.0,24.94,975.0,25.0,960.0,13.63,1718436390,2024-06-15 07:26:30,1718436390,
2024-06-15T07:26:31,24.94,576.0,24.87,1152.0,25.12,0.0,24.94,983.0,25.0,960.0,13.63,1718436391,2024-06-15 07:26:31,1718436391,
2024-06-15T07:26:32,24.87,576.0,24.87,1152.0,25.12,0.0,24.94,983.0,25.0,960.0,13.63,1718436392,2024-06-15 07:26:32,1718436392,
2024-06-15T07:26:33,24.87,576.0,24.87,1152.0,25.12,0.0,24.94,983.0,25.0,960.0,13.63,1718436393,2024-06-15 07:26:33,1718436393,
2024-06-15T07:26:34,24.94,584.0,24.87,1168.0,25.12,0.0,24.94,991.0,25.0,960.0,13.63,1718436394,2024-06-15 07:26:34,1718436394,
2024-06-15T07:26:35,24.87,584.0,24.87,1168.0,25.12,0.0,24.94,991.0,25.0,960.0,13.63,1718436395,2024-06-15 07:26:35,1718436395,
2024-06-15T07:26:36,24.87,1112.0,24.87,1184.0,25.12,0.0,24.94,999.0,25.0,960.0,13.63,1718436396,2024-06-15 07:26:36,1718436396,
2024-06-15T07:26:37,24.87,1112.0,24.87,1184.0,25.12,0.0,24.94,999.0,25.0,960.0,13.63,1718436397,2024-06-15 07:26:37,1718436397,
2024-06-15T07:26:38,24.87,1112.0,24.87,1184.0,25.12,0.0,24.87,999.0,25.0,960.0,13.63,1718436398,2024-06-15 07:26:38,1718436398,
2024-06-15T07:26:39,24.87,1128.0,24.87,1200.0,25.12,0.0,24.87,1527.0,25.0,960.0,13.63,1718436399,2024-06-15 07:26:39,1718436399,
2024-06-15T07:26:40,24.87,1128.0,24.87,1200.0,25.12,0.0,24.87,1527.0,25.0,960.0,13.63,1718436400,2024-06-15 07:26:40,1718436400,
2024-06-15T07:26:41,24.87,1144.0,24.87,1216.0,25.12,0.0,24.87,1543.0,25.0,960.0,13.63,1718436401,2024-06-15 07:26:41,1718436401,
2024-06-15T07:26:42,24.87,1144.0,24.87,1216.0,25.06,0.0,24.87,1543.0,25.0,960.0,13.63,1718436402,2024-06-15 07:26:42,1718436402,
2024-06-15T07:26:43,24.87,1160.0,24.81,4095.0,25.06,0.0,24.87,1559.0,25.0,960.0,13.63,1718436403,2024-06-15 07:26:43,1718436403,
2024-06-15T07:26:44,24.87,1160.0,24.81,4095.0,25.06,0.0,24.87,1559.0,25.0,960.0,13.63,1718436404,2024-06-15 07:26:44,1718436404,
2024-06-15T07:26:45,24.87,1160.0,24.81,4095.0,25.06,0.0,24.87,1559.0,25.0,960.0,13.63,1718436405,2024-06-15 07:26:45,1718436405,
2024-06-15T07:26:46,24.87,1176.0,24.81,4095.0,25.06,0.0,24.87,1575.0,25.0,960.0,13.63,1718436406,2024-06-15 07:26:46,1718436406,
2024-06-15T07:26:47,24.87,1176.0,24.81,4095.0,25.06,0.0,24.87,1575.0,24.94,960.0,13.63,1718436407,2024-06-15 07:26:47,1718436407,
2024-06-15T07:26:48,24.87,1192.0,24.87,4095.0,25.06,0.0,24.87,1591.0,25.0,960.0,13.63,1718436408,2024-06-15 07:26:48,1718436408,
2024-06-15T07:26:49,24.87,1192.0,24.87,4095.0,25.06,0.0,24.87,1591.0,25.0,960.0,13.63,1718436409,2024-06-15 07:26:49,1718436409,
2024-06-15T07:26:50,24.87,1192.0,24.87,4095.0,25.06,0.0,24.87,1591.0,25.0,960.0,13.63,1718436410,2024-06-15 07:26:50,1718436410,
2024-06-15T07:26:51,24.87,1208.0,24.87,4095.0,25.06,0.0,24.87,1607.0,25.0,960.0,13.63,1718436411,2024-06-15 07:26:51,1718436411,
2024-06-15T07:26:52,24.87,1208.0,24.87,4095.0,25.06,0.0,24.87,1607.0,25.0,960.0,13.63,1718436412,2024-06-15 07:26:52,1718436412,
2024-06-15T07:26:53,24.87,1224.0,24.87,4095.0,25.0,0.0,24.87,1623.0,25.0,960.0,13.63,1718436413,2024-06-15 07:26:53,1718436413,
2024-06-15T07:26:54,24.87,1224.0,24.87,4095.0,25.0,0.0,24.87,1623.0,25.0,960.0,13.63,1718436414,2024-06-15 07:26:54,1718436414,
2024-06-15T07:26:55,24.87,1240.0,24.87,4095.0,25.0,0.0,24.87,1639.0,25.0,960.0,13.63,1718436415,2024-06-15 07:26:55,1718436415,
2024-06-15T07:26:56,24.87,1240.0,24.94,4095.0,25.0,0.0,24.87,1639.0,25.0,960.0,13.63,1718436416,2024-06-15 07:26:56,1718436416,
2024-06-15T07:26:57,24.87,1240.0,24.87,4095.0,25.0,0.0,24.81,1639.0,25.0,960.0,13.63,1718436417,2024-06-15 07:26:57,1718436417,
2024-06-15T07:26:58,24.81,4095.0,24.94,4095.0,25.0,0.0,24.81,4095.0,25.0,960.0,13.63,1718436418,2024-06-15 07:26:58,1718436418,
2024-06-15T07:26:59,24.87,4095.0,24.94,4095.0,25.0,0.0,24.87,4095.0,25.0,960.0,13.63,1718436419,2024-06-15 07:26:59,1718436419,
2024-06-15T07:27:00,24.87,4095.0,24.94,4095.0,25.0,0.0,24.81,4095.0,25.0,960.0,13.63,1718436420,2024-06-15 07:27:00,1718436420,
2024-06-15T07:27:01,24.87,4095.0,24.94,4095.0,25.0,0.0,24.81,4095.0,25.0,960.0,13.63,1718436421,2024-06-15 07:27:01,1718436421,
2024-06-15T07:27:02,24.87,4095.0,24.94,4095.0,24.94,520.0,24.87,4095.0,25.0,960.0,13.63,1718436422,2024-06-15 07:27:02,1718436422,
2024-06-15T07:27:03,24.87,4095.0,25.0,4095.0,24.94,520.0,24.87,4095.0,25.0,960.0,13.63,1718436423,2024-06-15 07:27:03,1718436423,
2024-06-15T07:27:04,24.87,4095.0,25.0,4095.0,24.94,520.0,24.87,4095.0,25.0,960.0,13.63,1718436424,2024-06-15 07:27:04,1718436424,
2024-06-15T07:27:05,24.87,4095.0,25.0,4095.0,24.94,528.0,24.87,4095.0,25.0,960.0,13.63,1718436425,2024-06-15 07:27:05,1718436425,
2024-06-15T07:27:06,24.87,4095.0,25.0,4095.0,24.94,528.0,24.87,4095.0,25.0,960.0,13.63,1718436426,2024-06-15 07:27:06,1718436426,
2024-06-15T07:27:07,24.87,4095.0,25.0,4095.0,24.94,536.0,24.87,4095.0,25.0,960.0,13.63,1718436427,2024-06-15 07:27:07,1718436427,
2024-06-15T07:27:08,24.94,4095.0,25.0,4095.0,24.94,536.0,24.87,4095.0,25.0,960.0,13.63,1718436428,2024-06-15 07:27:08,1718436428,
2024-06-15T07:27:09,24.87,4095.0,25.06,4095.0,24.94,536.0,24.87,4095.0,25.0,960.0,13.63,1718436429,2024-06-15 07:27:09,1718436429,
2024-06-15T07:27:10,24.94,4095.0,25.06,2039.0,24.94,544.0,24.87,4095.0,25.0,960.0,13.63,1718436430,2024-06-15 07:27:10,1718436430,
2024-06-15T07:27:11,24.94,4095.0,25.06,2039.0,24.94,544.0,24.87,4095.0,25.0,960.0,13.63,1718436431,2024-06-15 07:27:11,1718436431,
2024-06-15T07:27:12,24.94,4095.0,25.06,2031.0,24.94,552.0,24.94,4095.0,25.0,960.0,13.63,1718436432,2024-06-15 07:27:12,1718436432,
2024-06-15T07:27:13,24.94,4095.0,25.06,2031.0,24.87,552.0,24.94,4095.0,25.0,960.0,13.63,1718436433,2024-06-15 07:27:13,1718436433,
2024-06-15T07:27:14,25.0,4095.0,25.12,0.0,24.87,1080.0,24.94,4095.0,25.0,960.0,13.63,1718436434,2024-06-15 07:27:14,1718436434,
2024-06-15T07:27:15,25.0,4095.0,25.12,0.0,24.87,1080.0,24.94,4095.0,25.0,960.0,13.69,1718436435,2024-06-15 07:27:15,1718436435,
2024-06-15T07:27:16,25.0,4095.0,25.12,0.0,24.87,1080.0,24.94,4095.0,25.0,960.0,13.69,1718436436,2024-06-15 07:27:16,1718436436,
2024-06-15T07:27:17,25.0,4095.0,25.12,0.0,24.87,1096.0,24.94,4095.0,25.0,960.0,13.69,1718436437,2024-06-15 07:27:17,1718436437,
